risk_scenario_id,role,role_id,category,training_cost_usd,outsourcing_cost_usd,time_to_hire_months,bonus_cost_usd,role_criticality,risk_impact,score
RS-010,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,63.8
RS-010,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,108.0
RS-011,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,45.0
RS-011,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,42.6
RS-011,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,88.0
RS-011,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,65.6
RS-011,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,112.2
RS-011,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,31.4
RS-011,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,65.6
RS-011,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,102.6
RS-011,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,71.6
RS-011,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,65.8
RS-011,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,70.4
RS-011,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,217.4
RS-011,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,56.0
RS-011,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,122.2
RS-011,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,26.8
RS-011,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,37.4
RS-011,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,136.4
RS-011,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,94.4
RS-011,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,98.0
RS-011,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,146.0
RS-011,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,82.8
RS-011,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,81.2
RS-011,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,62.6
RS-011,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,69.6
RS-011,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,74.2
RS-011,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,85.4
RS-011,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,48.0
RS-011,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,34.0
RS-011,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,68.6
RS-011,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,84.4
RS-011,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,88.4
RS-011,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,59.2
RS-011,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,122.4
RS-011,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,116.4
RS-011,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,68.2
RS-011,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,42.6
RS-011,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,112.4
RS-011,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,111.8
RS-011,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,55.6
RS-011,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,64.6
RS-011,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,108.8
RS-012,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,40.5
RS-012,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,40.8
RS-012,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,86.4
RS-012,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,61.5
RS-012,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,103.5
RS-012,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,27.9
RS-012,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,63.0
RS-012,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,103.5
RS-012,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,67.8
RS-012,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,63.3
RS-012,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,67.8
RS-012,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,197.1
RS-012,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,47.7
RS-012,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,117.0
RS-012,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,25.2
RS-012,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,34.8
RS-012,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,124.5
RS-012,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,87.0
RS-012,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,91.5
RS-012,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,137.4
RS-012,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,76.2
RS-012,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,73.2
RS-012,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,56.7
RS-012,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,62.4
RS-012,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,70.8
RS-012,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,75.6
RS-012,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,42.3
RS-012,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,31.2
RS-012,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,60.0
RS-012,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,75.9
RS-012,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,82.2
RS-012,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,54.3
RS-012,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,110.4
RS-012,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,107.4
RS-012,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,63.3
RS-012,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,37.8
RS-012,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,107.1
RS-012,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,102.9
RS-012,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,48.9
RS-012,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,60.3
RS-012,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,101.7
RS-013,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,64.9
RS-013,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,52.8
RS-013,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,99.4
RS-013,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,79.7
RS-013,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,128.3
RS-013,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,49.0
RS-013,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,77.1
RS-013,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,106.8
RS-013,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,89.4
RS-013,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,79.5
RS-013,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,84.8
RS-013,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,248.4
RS-013,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,87.9
RS-013,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,159.1
RS-013,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,38.2
RS-013,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,51.2
RS-013,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,177.3
RS-013,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,125.5
RS-013,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,128.1
RS-013,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,182.9
RS-013,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,114.6
RS-013,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,113.1
RS-013,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,84.0
RS-013,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,97.1
RS-013,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,85.1
RS-013,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,106.0
RS-013,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,70.9
RS-013,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,48.6
RS-013,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,102.3
RS-013,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,112.3
RS-013,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,120.0
RS-013,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,76.6
RS-013,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,168.7
RS-013,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,145.8
RS-013,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,85.3
RS-013,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,63.1
RS-013,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,131.1
RS-013,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,132.0
RS-013,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,81.0
RS-013,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,81.8
RS-013,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,138.9
RS-014,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,38.9
RS-014,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,40.6
RS-014,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,86.2
RS-014,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,57.9
RS-014,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,90.7
RS-014,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,27.6
RS-014,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,61.3
RS-014,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,105.0
RS-014,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,66.2
RS-014,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,62.7
RS-014,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,67.2
RS-014,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,165.4
RS-014,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,43.3
RS-014,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,119.5
RS-014,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,26.2
RS-014,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,34.6
RS-014,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,115.1
RS-014,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,83.3
RS-014,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,89.1
RS-014,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,132.7
RS-014,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,74.6
RS-014,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,68.9
RS-014,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,52.6
RS-014,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,58.1
RS-014,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,67.1
RS-014,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,63.0
RS-014,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,39.5
RS-014,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,31.0
RS-014,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,55.5
RS-014,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,68.9
RS-014,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,81.2
RS-014,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,50.6
RS-014,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,103.3
RS-014,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,99.4
RS-014,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,59.3
RS-014,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,35.9
RS-014,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,102.1
RS-014,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,91.4
RS-014,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,45.0
RS-014,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,57.6
RS-014,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,97.9
RS-015,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,52.4
RS-015,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,46.0
RS-015,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,91.0
RS-015,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,70.2
RS-015,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,116.8
RS-015,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,38.1
RS-015,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,69.1
RS-015,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,102.3
RS-015,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,77.6
RS-015,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,70.2
RS-015,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,75.0
RS-015,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,226.3
RS-015,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,68.2
RS-015,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,135.1
RS-015,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,31.0
RS-015,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,42.4
RS-015,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,150.8
RS-015,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,105.5
RS-015,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,108.6
RS-015,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,158.5
RS-015,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,94.4
RS-015,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,92.9
RS-015,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,70.3
RS-015,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,79.7
RS-015,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,77.3
RS-015,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,92.4
RS-015,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,56.6
RS-015,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,39.4
RS-015,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,81.3
RS-015,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,94.4
RS-015,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,99.8
RS-015,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,65.3
RS-015,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,139.3
RS-015,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,126.4
RS-015,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,74.0
RS-015,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,50.3
RS-015,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,118.0
RS-015,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,118.1
RS-015,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,65.1
RS-015,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,70.5
